Partner Name,Year,Export (US$ Thousand),Import (US$ Thousand),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),Continente,Intervalo,Share_Cafe,Share_Banano,Share_Cardamomo,Share_Azucar,Share_Textiles,Share_Hortalizas,Share_Pescado,Share_Lacteos,Share_Carne,Share_Plasticos,Arancel_Ajustado,Share_Total_Ponderado,Demanda_Ajustada,Revealed Comparative Advantage,MFN SpecificDuty Imports (log)
Fiji,1988,162345.44,75888.55,4.073670212765958,3.24,65.33,23.19,23.19,67.83,6.78,2.19,160.58,0.0,135953.25,162964.46,8935.25,13.33,41.14,4128.0,74.66,16.72,48.14,29.76,451.15,160311.87,171899.71,0.0,Oceanía,1988-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.87,0.0,0.0,0,11.984882622336764
France,1988,55841763.1,47463341.84,3.511804733727811,8.88,10.87,51.37,51.37,40.9,2.47,5.25,3000.0,0.0,3342224.79,10547522.26,1756346.52,14.1,13.86,78295.0,67.71,19.13,17.32,15.69,3000.0,6638363.06,12303868.78,0.0,Europa,1988-1990,0.002104222372668605,0.0011222519320899227,0.00014028149151124034,0.0007014074575562017,0.001683377898134884,0.0005611259660449614,0.0014028149151124034,0.0009819704405786825,0.000841688949067442,0.001683377898134884,4500.0,0.0012723531280069498,13.41704764625353,0,15.708376114590916
Gabon,1988,108455.14,83396.34,4.154359526372444,0.54,1.82,12.61,12.61,84.06,3.33,0.0,22.0,0.0,129617.16,809438.57,563289.04,11.96,4.88,8771.0,74.77,18.15,41.27,21.39,164.76,1067520.04,1372727.6,0.0,África,1988-1990,4.929683628774383e-07,2.4648418143871917e-07,2.464841814387192e-08,4.929683628774383e-07,2.4648418143871923e-06,2.4648418143871917e-07,2.9578101772646305e-07,4.929683628774384e-08,7.394525443161576e-08,3.6972627215807875e-06,33.0,5.590261235030151e-07,0.0013711980195452776,0,13.880849733492559
United Kingdom,1988,53699439.21,33956689.42,3.511804733727811,10.5,10.15,52.06,52.06,40.3,2.16,5.48,3000.0,0.0,3424264.95,16832938.85,591029.86,14.06,12.83,81845.0,67.49,19.86,14.4,12.97,3000.0,7982645.91,17423968.71,0.0,Europa,1988-1990,0.0015054234027639913,0.0008028924814741287,0.00010036156018426609,0.0005018078009213304,0.0012043387222111929,0.00040144624073706436,0.0010036156018426608,0.0007025309212898627,0.0006021693611055964,0.0012043387222111929,4500.0,0.0009102793508712936,6.86737907197861,0,15.892780607410492
Ghana,1988,189585.06,275474.2,4.154359526372444,3.56,5.93,28.83,28.83,65.38,5.14,0.64,72.41,0.0,6887.34,509193.68,171972.35,12.48,9.27,9704.0,71.77,18.76,49.77,34.62,1296.17,342477.53,681166.02,0.0,África,1988-1990,1.6283696069752227e-06,8.141848034876114e-07,8.141848034876113e-08,1.6283696069752227e-06,8.141848034876114e-06,8.141848034876114e-07,9.770217641851335e-07,1.6283696069752227e-07,2.442554410462834e-07,1.2212772052314169e-05,108.615,1.8465711343099026e-06,0.004640630442613812,0,12.743964248588172
Guinea,1988,40558.79,61204.53,4.154359526372444,0.63,0.53,8.75,8.75,87.48,3.77,0.0,30.0,0.0,2187.95,65573.82,249957.37,12.31,5.2,6032.0,74.55,18.9,30.62,28.96,1296.17,72862.72,315531.19,0.0,África,1988-1990,3.6178922186253094e-07,1.8089461093126547e-07,1.8089461093126546e-08,3.6178922186253094e-07,1.8089461093126547e-06,1.8089461093126547e-07,2.1707353311751857e-07,3.617892218625309e-08,5.426838327937964e-08,2.713419163968982e-06,45.0,4.1026897759211015e-07,0.0005458765205892528,0,11.1963461260805
Guinea-Bissau,1988,26694.47,5241.14,4.154359526372444,0.43,0.08,8.74,8.74,87.43,3.83,0.0,20.0,0.0,1421.0,1610.42,6214.94,11.73,10.24,2546.0,78.0,14.65,69.95,32.24,100.0,2386.0,7825.36,0.0,África,1988-1990,3.098117022175623e-08,1.5490585110878115e-08,1.5490585110878114e-09,3.098117022175623e-08,1.5490585110878115e-07,1.5490585110878115e-08,1.8588702133053738e-08,3.0981170221756227e-09,4.6471755332634345e-09,2.323587766631717e-07,30.0,3.513264703147156e-08,5.93984263427506e-06,0,7.77779262633883
Equatorial Guinea,1988,3015.58,6097.92,4.154359526372444,1.84,0.71,3.35,3.35,91.62,3.91,1.12,35.0,0.0,338.0,10968.1,39210.71,13.97,11.0,2665.0,79.25,12.68,77.09,43.02,133.8,14387.9,50178.82,0.0,África,1988-1990,3.604572621961095e-08,1.8022863109805475e-08,1.8022863109805474e-09,3.604572621961095e-08,1.8022863109805473e-07,1.8022863109805475e-08,2.162743573176657e-08,3.604572621961095e-09,5.406858932941642e-09,2.703429466470821e-07,52.5,4.087585353303882e-08,4.6590221453493096e-06,0,9.574212354985985
Greece,1988,4193254.37,2194408.94,3.511804733727811,6.74,7.53,33.61,33.61,56.23,2.61,7.55,471.64,0.0,64830.0,353499.61,282605.91,18.11,13.0,20950.0,68.78,15.55,53.32,46.25,3000.0,294452.74,636105.52,0.0,Europa,1988-1990,9.728612034731515e-05,5.1885930851901414e-05,6.485741356487677e-06,3.2428706782438384e-05,7.782889627785212e-05,2.5942965425950707e-05,6.485741356487677e-05,4.5400189495413744e-05,3.891444813892606e-05,7.782889627785212e-05,707.46,5.882567410334322e-05,0.18220871348262827,0,12.592877189939191
Grenada,1988,6672.16,7125.28,3.7175374999999997,1.24,3.73,17.03,17.03,74.76,8.2,0.0,22.0,0.0,9897.42,19874.88,2767.31,13.56,18.21,2780.0,70.94,17.27,62.46,41.01,2029.66,10512.42,22642.19,0.0,América,1988-1990,1.684744254552828e-07,2.527116381829242e-07,4.21186063638207e-08,2.1059303181910348e-07,3.158895477286552e-07,1.4741512227337246e-07,1.0529651590955174e-07,1.263558190914621e-07,1.8953372863719314e-07,2.1059303181910348e-07,33.0,1.8553246103263015e-07,3.8881492174899376e-05,0,9.26040781531526
Guatemala,1988,194878.64,167275.86,3.7175374999999997,3.51,3.49,28.14,28.14,60.02,10.32,1.52,256.64,0.0,243595.46,296956.03,11947.67,19.36,11.29,7581.0,70.07,14.96,66.4,48.48,3000.0,264994.34,308903.69,0.0,América,1988-1990,3.9551715028796505e-06,5.932757254319475e-06,9.887928757199126e-07,4.9439643785995636e-06,7.415946567899344e-06,3.4607750650196944e-06,2.4719821892997818e-06,2.9663786271597375e-06,4.449567940739606e-06,4.9439643785995636e-06,384.96,4.355632617546215e-06,0.0018877401594571824,1,12.487467519908083
Guyana,1988,17461.9,22206.79,3.7175374999999997,1.37,2.03,24.32,24.32,58.11,16.55,1.01,22.0,0.0,94945.0,128915.44,12147.22,15.66,29.1,3433.0,76.0,15.35,61.15,39.19,2029.66,101318.88,141062.66,0.0,América,1988-1990,5.250707602306322e-07,7.876061403459483e-07,1.3126769005765806e-07,6.563384502882903e-07,9.845076754324354e-07,4.5943691520180324e-07,3.2816922514414516e-07,3.9380307017297415e-07,5.907046052594612e-07,6.563384502882903e-07,33.0,5.782341747039838e-07,0.0003776683790727847,0,11.526037919748546
Honduras,1988,131765.32,203647.34,3.7175374999999997,5.67,7.84,40.81,40.81,53.4,5.79,0.0,60.0,0.0,123773.55,312456.0,26431.45,14.28,21.84,5714.0,72.93,18.06,38.93,35.6,471.64,141647.29,338887.45,0.0,América,1988-1990,4.815160751857699e-06,7.222741127786548e-06,1.2037901879644248e-06,6.0189509398221246e-06,9.028426409733185e-06,4.2132656578754875e-06,3.0094754699110623e-06,3.611370563893274e-06,5.417055845839911e-06,6.0189509398221246e-06,90.0,5.302695777983291e-06,0.011866811978192613,1,11.861102433177324
Hungary,1988,2027631.35,1868850.95,3.511804733727811,7.48,8.84,63.49,63.49,15.69,16.38,4.44,184.22,0.0,1099891.82,2769927.95,151689.97,15.09,20.55,54453.0,68.3,18.25,40.5,35.34,3000.0,1850598.9,2921617.92,0.0,Europa,1988-1990,8.285295193561062e-05,4.418824103232567e-05,5.5235301290407085e-06,2.7617650645203544e-05,6.62823615484885e-05,2.2094120516162834e-05,5.523530129040709e-05,3.8664710903284964e-05,3.314118077424425e-05,6.62823615484885e-05,276.33,5.009841827039922e-05,0.3375995261173798,0,14.431020414760537
Indonesia,1988,4872545.96,11593444.45,4.846360655737705,11.67,6.85,52.14,52.14,38.51,2.62,6.73,3000.0,0.0,5002758.57,14381960.84,616816.57,15.57,10.19,50179.0,68.58,17.56,25.5,25.57,3000.0,7312649.99,14998777.41,0.0,Asia,1988-1990,0.0001713265033761381,0.00013706120270091048,0.0006853060135045524,0.0002055918040513657,0.0006167754121540971,0.00010279590202568285,0.0004111836081027314,6.853060135045524e-05,0.00013706120270091048,0.0005139795101284142,4500.0,0.0002919403617529393,0.7519649781594326,1,15.805116418514206
India,1988,5001444.07,3574908.1,4.846360655737705,8.46,8.4,42.15,42.15,50.1,2.88,4.87,1014.83,0.0,807408.42,7290609.78,286724.58,14.36,16.73,58817.0,68.64,18.71,25.34,23.42,3000.0,2783787.36,7577334.36,0.0,Asia,1988-1990,5.2829554435311374e-05,4.22636435482491e-05,0.0002113182177412455,6.339546532237365e-05,0.00019018639596712092,3.1697732661186825e-05,0.0001267909306447473,2.113182177412455e-05,4.22636435482491e-05,0.0001584886633059341,1522.2450000000001,9.002156075777058e-05,0.21127186153743893,1,14.839323277431829
Ireland,1988,2346224.03,3309783.94,3.511804733727811,5.7,7.8,39.91,39.91,54.58,1.47,4.05,368.43,0.0,384329.14,1385344.6,153582.15,15.43,11.01,31802.0,70.04,17.84,33.92,28.98,3000.0,778030.42,1538926.75,0.0,Europa,1988-1990,0.00014673474612733343,7.825853126791117e-05,9.782316408488896e-06,4.891158204244448e-05,0.00011738779690186674,3.9129265633955585e-05,9.782316408488896e-05,6.847621485942227e-05,5.869389845093337e-05,0.00011738779690186674,552.645,8.872560982499428e-05,0.5304167805461484,0,13.564522187949166
"Iran, Islamic Rep.",1988,3019248.16,1980910.51,4.846360655737705,3.38,3.15,25.15,25.15,66.22,7.29,1.34,70.0,0.0,4515975.69,5133024.34,215063.94,15.05,5.62,12836.0,65.2,20.54,53.94,44.24,3000.0,5164105.2,5348088.27,0.0,Asia,1988-1990,2.927365310999894e-05,2.341892248799915e-05,0.00011709461243999576,3.5128383731998725e-05,0.00010538515119599617,1.7564191865999362e-05,7.025676746399745e-05,1.1709461243999576e-05,2.341892248799915e-05,8.782095932999681e-05,105.0,4.9882304899438184e-05,0.9321922833803923,0,15.45724259619034
Iraq,1988,1755376.49,1356947.41,4.846360655737705,0.78,0.36,11.59,11.59,81.88,5.75,0.78,35.0,0.0,4000540.5,4005230.66,103232.05,11.31,4.55,8035.0,70.09,20.98,36.32,26.13,451.15,4051937.44,4108462.71,0.0,Asia,1988-1990,2.0052802773433466e-05,1.6042242218746772e-05,8.021121109373386e-05,2.406336332812016e-05,7.219008998436047e-05,1.203168166406008e-05,4.812672665624032e-05,8.021121109373386e-06,1.6042242218746772e-05,6.01584083203004e-05,52.5,3.416997592593062e-05,0.8666702865879234,0,15.214705951737772
Iceland,1988,299511.1,524559.92,3.511804733727811,5.43,7.25,52.7,52.7,32.21,12.65,2.45,117.0,0.0,55660.92,1043979.88,29182.57,15.35,11.52,21524.0,68.26,18.79,41.16,41.93,3000.0,226871.42,1073162.46,0.0,Europa,1988-1990,2.3255646919893614e-05,1.2403011690609928e-05,1.550376461326241e-06,7.751882306631204e-06,1.860451753591489e-05,6.201505845304964e-06,1.5503764613262408e-05,1.0852635229283686e-05,9.302258767957445e-06,1.860451753591489e-05,93.60000000000001,1.4061914504229003e-05,0.07797374997235947,0,12.332143112035766
Israel,1988,2701527.57,1989017.99,4.846360655737705,7.75,8.3,60.99,60.99,20.06,15.86,3.09,509.65,0.0,1492274.26,4794773.72,188682.48,14.91,17.75,51330.0,68.61,18.29,31.03,29.75,3000.0,1890013.08,4983456.19,0.0,Asia,1988-1990,2.9393464457315308e-05,2.3514771565852247e-05,0.00011757385782926123,3.5272157348778366e-05,0.0001058164720463351,1.7636078674389183e-05,7.054431469755673e-05,1.1757385782926124e-05,2.3514771565852247e-05,8.818039337194592e-05,764.4749999999999,5.0086463435265296e-05,0.13014517368721368,0,14.452094836743525
Italy,1988,40264705.57,38204997.12,3.511804733727811,9.24,13.33,53.03,53.03,38.98,2.25,5.74,3000.0,0.0,1660003.32,9976704.8,132554.09,14.33,16.95,71832.0,68.92,18.08,16.38,15.36,3000.0,5334346.93,10109258.89,0.0,Europa,1988-1990,0.0016937663167217812,0.00090334203558495,0.00011291775444811875,0.0005645887722405938,0.001355013053377425,0.000451671017792475,0.0011291775444811877,0.0007904242811368313,0.0006775065266887125,0.001355013053377425,4500.0,0.0010241640328444372,8.693220156682806,0,15.489677210318206
Jamaica,1988,91612.6,59094.2,3.7175374999999997,3.82,4.39,31.24,31.24,55.73,11.95,1.08,61.04,0.0,103142.89,284155.13,6288.04,16.36,22.18,6575.0,65.4,17.95,59.26,47.99,1296.17,250713.45,290443.17,0.0,América,1988-1990,1.397258969856563e-06,2.095888454784844e-06,3.4931474246414075e-07,1.7465737123207037e-06,2.6198605684810552e-06,1.2226015986244926e-06,8.732868561603518e-07,1.047944227392422e-06,1.5719163410886331e-06,1.7465737123207037e-06,91.56,1.5387314405545399e-06,0.0009823909193433242,0,12.43206992109723
Jordan,1988,467373.88,221622.41,4.846360655737705,1.47,2.34,13.93,13.93,77.26,8.3,0.52,50.0,0.0,23270.72,174809.37,66743.47,12.78,6.86,9990.0,66.94,22.05,46.3,35.19,1296.17,37042.46,241552.84,0.0,Asia,1988-1990,3.275108854736684e-06,2.620087083789347e-06,1.3100435418946736e-05,3.930130625684021e-06,1.1790391877052061e-05,1.9650653128420105e-06,7.860261251368042e-06,1.3100435418946735e-06,2.620087083789347e-06,9.82532656421005e-06,75.0,5.580785488471309e-06,0.01627404117957946,0,10.519847096924435
Japan,1988,31950739.73,52129426.57,4.846360655737705,13.27,13.74,69.14,69.14,17.11,8.27,5.47,3000.0,0.0,48334803.11,108307268.54,68912.47,13.8,13.2,82635.0,67.69,19.81,11.65,10.58,3000.0,50446301.98,108376181.01,0.0,Asia,1988-1990,0.0007703622867008474,0.0006162898293606779,0.0030814491468033898,0.0009244347440410169,0.0027733042321230507,0.00046221737202050843,0.0018488694880820337,0.00030814491468033895,0.0006162898293606779,0.002311086860102542,4500.0,0.001312697336538244,15.203323575584308,0,17.736420021206566
Kenya,1988,508804.54,231878.85,4.154359526372444,3.19,7.91,26.44,26.44,66.97,5.29,1.31,199.1,0.0,355151.15,634978.36,65884.53,13.53,13.84,12414.0,67.22,21.95,33.28,34.39,1296.17,388362.44,700862.89,0.0,África,1988-1990,1.3706709079847282e-06,6.853354539923641e-07,6.853354539923641e-08,1.3706709079847282e-06,6.853354539923641e-06,6.853354539923641e-07,8.224025447908369e-07,1.3706709079847281e-07,2.0560063619770923e-07,1.0280031809885461e-05,298.65,1.554340809654682e-06,0.0012027991304882249,1,12.869696881205693
Cambodia,1988,5843.49,1484.14,4.846360655737705,1.77,1.97,38.51,38.51,60.87,0.0,0.62,30.0,0.0,0.0,3327.6,6959.25,14.53,8.47,2601.0,83.08,11.92,40.99,39.75,324.05,2389.33,10286.85,0.0,Asia,1988-1990,2.193243930371889e-08,1.754595144297511e-08,8.772975721487555e-08,2.6318927164462665e-08,7.895678149338799e-08,1.3159463582231333e-08,5.263785432892533e-08,8.772975721487556e-09,1.754595144297511e-08,6.579731791115667e-08,45.0,3.737287657353699e-08,1.2057952399532432e-06,0,7.779186710707845
Kiribati,1988,9938.01,3748.53,4.073670212765958,3.51,1.64,19.23,19.23,80.77,0.0,0.0,50.0,0.0,0.0,3762.8,5426.99,15.01,8.06,1096.0,64.96,19.07,113.46,54.81,100.0,3967.16,9189.79,0.0,Oceanía,1988-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0,8.286057790172475
Kuwait,1988,1746182.19,2226818.11,4.846360655737705,2.23,6.15,17.53,17.53,76.45,5.19,0.83,52.47,0.0,3887847.27,4228579.21,151884.13,13.06,6.16,11980.0,69.97,20.06,39.48,31.72,509.65,4220777.82,4380463.34,0.0,Asia,1988-1990,3.2907645530743065e-05,2.632611642459445e-05,0.00013163058212297226,3.948917463689167e-05,0.00011846752391067502,1.9744587318445836e-05,7.897834927378335e-05,1.3163058212297225e-05,2.632611642459445e-05,9.872293659222918e-05,78.705,5.6074627984386184e-05,1.5666269005350224,0,15.255530223486478
Lao PDR,1988,21095.72,29990.62,4.846360655737705,4.3,0.63,16.06,16.06,82.38,0.52,1.04,35.0,0.0,11.0,1543.24,7914.02,19.59,15.1,2053.0,74.48,12.37,84.46,55.44,100.0,9102.29,9457.26,0.0,Asia,1988-1990,4.431977123660152e-07,3.545581698928121e-07,1.7727908494640607e-06,5.318372548392182e-07,1.5955117645176544e-06,2.659186274196091e-07,1.0636745096784364e-06,1.7727908494640605e-07,3.545581698928121e-07,1.3295931370980455e-06,52.5,7.552089018716897e-07,0.0004233492186289932,0,9.1163911656272
Lebanon,1988,452323.99,97063.09,4.846360655737705,2.58,1.75,16.34,16.34,74.47,8.57,0.62,70.0,0.0,5648.86,45259.9,96573.94,17.22,13.11,19338.0,67.4,16.82,61.86,55.48,2029.66,50065.82,141833.84,0.0,Asia,1988-1990,1.4343864662743432e-06,1.1475091730194745e-06,5.737545865097373e-06,1.7212637595292117e-06,5.163791278587635e-06,8.606318797646058e-07,3.4425275190584233e-06,5.737545865097373e-07,1.1475091730194745e-06,4.303159398823029e-06,105.0,2.4441945385314807e-06,0.002238123344065939,0,10.821113792222594
Liberia,1988,1028908.29,272777.66,4.154359526372444,2.17,0.37,19.11,19.11,76.76,4.13,0.0,100.0,0.0,86513.22,598598.01,818808.83,12.12,7.83,5718.0,73.33,18.31,48.47,24.62,451.15,101379.19,1417406.84,0.0,África,1988-1990,1.6124299517189664e-06,8.062149758594832e-07,8.062149758594832e-08,1.6124299517189664e-06,8.062149758594831e-06,8.062149758594832e-07,9.674579710313798e-07,1.6124299517189665e-07,2.4186449275784494e-07,1.2093224637892248e-05,150.0,1.828495565249308e-06,0.003303130739133003,0,11.526632986161495
Libya,1988,1645154.56,2013416.18,4.154359526372444,1.42,0.31,16.17,16.17,82.42,1.41,0.0,22.0,0.0,166901.44,1077612.05,5156170.01,12.1,4.75,5335.0,71.98,19.42,49.29,22.76,3000.0,6072276.54,6233782.06,0.0,África,1988-1990,1.1901607169397911e-05,5.950803584698956e-06,5.950803584698956e-07,1.1901607169397911e-05,5.950803584698956e-05,5.950803584698956e-06,7.1409643016387474e-06,1.1901607169397912e-06,1.7852410754096869e-06,8.926205377048434e-05,33.0,1.3496422530097232e-05,0.7992328086533619,0,15.61924430518166
Sri Lanka,1988,620330.91,346991.06,4.846360655737705,4.54,6.27,31.37,31.37,59.45,6.26,2.92,184.22,0.0,53939.1,388144.48,201786.98,17.01,18.72,20621.0,70.17,15.5,48.07,40.88,2029.66,301488.67,589931.46,0.0,Asia,1988-1990,5.127791422900184e-06,4.102233138320147e-06,2.0511165691600736e-05,6.15334970748022e-06,1.8460049122440663e-05,3.07667485374011e-06,1.230669941496044e-05,2.0511165691600736e-06,4.102233138320147e-06,1.538337426870055e-05,276.33,8.737756584621914e-06,0.010932547576244683,0,12.616491032539203
Morocco,1988,656767.21,934210.29,4.154359526372444,2.07,5.72,22.58,22.58,71.33,5.12,0.97,162.03,0.0,468413.33,2171295.44,828465.97,16.37,16.41,32943.0,68.99,16.8,53.39,52.22,3000.0,1584396.71,2999761.41,0.0,África,1988-1990,5.522258138001703e-06,2.7611290690008517e-06,2.7611290690008517e-07,5.522258138001703e-06,2.7611290690008516e-05,2.7611290690008517e-06,3.313354882801022e-06,5.522258138001703e-07,8.283387207002555e-07,4.141693603501277e-05,243.04500000000002,6.262240728493932e-06,0.02397201223961207,0,14.275714899386768
Madagascar,1988,62601.41,86085.28,4.154359526372444,0.86,0.7,7.44,7.44,88.26,4.09,0.21,50.0,0.0,28553.35,105645.22,134739.68,15.71,10.69,8207.0,70.27,17.87,55.97,46.02,451.15,140738.47,240384.9,0.0,África,1988-1990,5.088630933857036e-07,2.544315466928518e-07,2.5443154669285182e-08,5.088630933857036e-07,2.5443154669285183e-06,2.544315466928518e-07,3.053178560314222e-07,5.0886309338570364e-08,7.632946400785555e-08,3.816473200392777e-06,75.0,5.77050747899388e-07,0.0006536259895674766,0,11.854665729704156
Maldives,1988,20349.06,34156.79,4.846360655737705,1.6,1.37,18.02,18.02,79.65,2.33,0.0,50.0,0.0,2.0,2440.18,9784.24,13.87,19.09,1482.0,69.43,19.5,47.67,47.67,115.0,9399.23,12224.43,0.0,Asia,1988-1990,5.047648628059835e-07,4.038118902447868e-07,2.019059451223934e-06,6.057178353671802e-07,1.8171535061015405e-06,3.028589176835901e-07,1.2114356707343604e-06,2.019059451223934e-07,4.038118902447868e-07,1.5142945884179503e-06,75.0,8.601193262213956e-07,0.0003865646736932329,0,9.148489436043864
Mexico,1988,3307945.23,2544483.83,3.7175374999999997,3.69,4.97,27.42,27.42,66.99,4.12,1.47,1014.83,0.0,2779131.1,4422320.25,527763.24,13.96,7.69,37095.0,68.86,18.66,37.2,31.61,3000.0,3429579.68,4950083.49,0.0,América,1988-1990,6.016331306832959e-05,9.024496960249438e-05,1.5040828267082397e-05,7.5204141335412e-05,0.00011280621200311797,5.26428989347884e-05,3.7602070667706e-05,4.512248480124719e-05,6.768372720187079e-05,7.5204141335412e-05,811.864,6.625484851649794e-05,0.2073955676587086,0,15.04794856094003
Mali,1988,37473.25,25051.29,4.154359526372444,0.98,4.11,7.34,7.34,88.62,3.74,0.3,35.0,0.0,40781.33,41253.56,33634.96,13.95,9.65,5640.0,70.16,19.01,54.64,36.83,768.22,47907.03,74888.52,0.0,África,1988-1990,1.4808195922348565e-07,7.404097961174282e-08,7.404097961174282e-09,1.4808195922348565e-07,7.404097961174282e-07,7.404097961174282e-08,8.884917553409139e-08,1.4808195922348565e-08,2.2212293883522847e-08,1.1106146941761421e-06,52.5,1.6792494175943276e-07,7.863058718221795e-05,0,10.77703841026742
Malta,1988,273372.47,220947.96,3.511804733727811,4.97,5.56,60.96,60.96,31.6,7.0,0.44,55.0,0.0,36322.81,443632.89,49322.49,16.08,15.31,21964.0,69.76,16.18,56.91,46.47,3000.0,245785.49,492955.38,0.0,Europa,1988-1990,9.79542574551021e-06,5.2242270642721125e-06,6.530283830340141e-07,3.2651419151700706e-06,7.83634059640817e-06,2.6121135321360563e-06,6.530283830340141e-06,4.5711986812380986e-06,3.918170298204085e-06,7.83634059640817e-06,82.5,5.9229674341185085e-06,0.015672665529519986,0,12.412218511218663
Myanmar,1988,271631.06,160142.73,4.846360655737705,5.42,15.64,70.52,70.52,26.9,1.67,0.91,176.82,0.0,47515.48,153566.69,37598.82,14.09,13.04,5937.0,75.56,17.97,13.94,12.82,3000.0,109451.77,191165.52,0.0,Asia,1988-1990,2.366569667050846e-06,1.8932557336406766e-06,9.466278668203383e-06,2.839883600461015e-06,8.519650801383044e-06,1.4199418002305075e-06,5.67976720092203e-06,9.466278668203383e-07,1.8932557336406766e-06,7.099709001152537e-06,265.23,4.032634712654642e-06,0.002425711347245915,0,11.603248410990739
Mongolia,1988,18905.53,30078.46,4.846360655737705,3.04,0.25,21.56,21.56,63.94,10.41,4.09,80.35,0.0,44325.59,45429.67,6528.9,14.87,5.28,1881.0,63.8,22.54,56.88,38.66,1296.17,46071.68,51958.57,0.0,Asia,1988-1990,4.4449580113691187e-07,3.555966409095295e-07,1.7779832045476475e-06,5.333949613642941e-07,1.6001848840928826e-06,2.6669748068214707e-07,1.0667899227285883e-06,1.7779832045476475e-07,3.555966409095295e-07,1.3334874034107356e-06,120.52499999999999,7.57420845137298e-07,0.00018746803203973186,0,10.737975428584447
